Step,Description,RewardChange
43,Imbalanced forces penalty,-5
44,Have an Army,2
44,Imbalanced forces penalty,-5
45,Have an Army,2
45,Imbalanced forces penalty,-5
46,Have an Army,2
46,Imbalanced forces penalty,-5
47,Have an Army,2
47,Imbalanced forces penalty,-5
48,Have an Army,2
48,Imbalanced forces penalty,-5
49,Lost tower health,-5
49,Have an Army,2
49,Imbalanced forces penalty,-5
50,Have an Army,2
50,Imbalanced forces penalty,-5
51,Lost tower health,-5
51,Have an Army,2
51,Imbalanced forces penalty,-5
52,Have an Army,2
52,Imbalanced forces penalty,-5
53,Lost tower health,-5
53,Enemy unit loss,2
53,Have an Army,2
53,Imbalanced forces penalty,-5
54,Have an Army,2
54,Imbalanced forces penalty,-5
55,Have an Army,2
55,Imbalanced forces penalty,-5
56,Have an Army,2
56,Imbalanced forces penalty,-5
57,Have an Army,2
57,Imbalanced forces penalty,-5
58,Lost tower health,-5
58,Enemy unit loss,2
58,Have an Army,2
58,Imbalanced forces penalty,-5
59,Have an Army,2
59,Imbalanced forces penalty,-5
60,Lost tower health,-5
60,Have an Army,2
60,Imbalanced forces penalty,-5
61,Lost tower health,-5
61,Have an Army,2
61,Imbalanced forces penalty,-5
62,Have an Army,2
62,Imbalanced forces penalty,-5
63,Lost tower health,-5
63,Have an Army,2
63,Imbalanced forces penalty,-5
64,Enemy unit loss,2
64,Have an Army,2
64,Imbalanced forces penalty,-5
65,Have an Army,2
65,Imbalanced forces penalty,-5
66,Have an Army,2
66,Imbalanced forces penalty,-5
67,Have an Army,2
67,Imbalanced forces penalty,-5
68,Have an Army,2
68,Imbalanced forces penalty,-5
69,Have an Army,2
69,Imbalanced forces penalty,-5
70,Have an Army,2
70,Imbalanced forces penalty,-5
71,Have an Army,2
71,Imbalanced forces penalty,-5
72,Have an Army,2
72,Imbalanced forces penalty,-5
73,Have an Army,2
73,Imbalanced forces penalty,-5
74,Have an Army,2
74,Imbalanced forces penalty,-5
75,Have an Army,2
75,Imbalanced forces penalty,-5
76,Have an Army,2
76,Imbalanced forces penalty,-5
77,Have an Army,2
77,Imbalanced forces penalty,-5
78,Have an Army,2
78,Imbalanced forces penalty,-5
79,Have an Army,2
79,Imbalanced forces penalty,-5
80,Lost tower health,-5
80,Have an Army,2
80,Imbalanced forces penalty,-5
81,Have an Army,2
81,Imbalanced forces penalty,-5
82,Lost tower health,-5
82,Enemy unit loss,2
82,Have an Army,2
82,Imbalanced forces penalty,-5
83,Have an Army,2
83,Imbalanced forces penalty,-5
84,Have an Army,2
84,Imbalanced forces penalty,-5
85,Have an Army,2
85,Imbalanced forces penalty,-5
86,Have an Army,2
86,Imbalanced forces penalty,-5
87,Have an Army,2
87,Imbalanced forces penalty,-5
88,Have an Army,2
88,Imbalanced forces penalty,-5
89,Have an Army,2
89,Imbalanced forces penalty,-5
90,Enemy unit loss,2
90,Have an Army,2
90,Imbalanced forces penalty,-5
91,Have an Army,2
91,Imbalanced forces penalty,-5
92,Have an Army,2
92,Imbalanced forces penalty,-5
93,Have an Army,2
93,Imbalanced forces penalty,-5
94,Have an Army,2
94,Imbalanced forces penalty,-5
95,Have an Army,2
95,Imbalanced forces penalty,-5
96,Have an Army,2
96,Imbalanced forces penalty,-5
97,Have an Army,2
97,Imbalanced forces penalty,-5
98,Enemy unit loss,2
98,Have an Army,2
98,Imbalanced forces penalty,-5
99,Have an Army,2
99,Imbalanced forces penalty,-5
100,Have an Army,2
100,Imbalanced forces penalty,-5
101,Have an Army,2
101,Imbalanced forces penalty,-5
102,Have an Army,2
102,Imbalanced forces penalty,-5
103,Lost tower health,-5
103,Have an Army,2
103,Imbalanced forces penalty,-5
104,Enemy unit loss,2
104,Have an Army,2
104,Imbalanced forces penalty,-5
105,Have an Army,2
105,Imbalanced forces penalty,-5
106,Have an Army,2
106,Imbalanced forces penalty,-5
107,Have an Army,2
107,Imbalanced forces penalty,-5
108,Have an Army,2
108,Imbalanced forces penalty,-5
109,Have an Army,2
109,Imbalanced forces penalty,-5
110,Have an Army,2
110,Imbalanced forces penalty,-5
111,Have an Army,2
111,Imbalanced forces penalty,-5
112,Have an Army,2
112,Imbalanced forces penalty,-5
113,Enemy unit loss,2
113,Have an Army,2
113,Imbalanced forces penalty,-5
114,Have an Army,2
114,Imbalanced forces penalty,-5
115,Have an Army,2
115,Imbalanced forces penalty,-5
116,Have an Army,2
116,Imbalanced forces penalty,-5
117,Have an Army,2
117,Imbalanced forces penalty,-5
118,Have an Army,2
118,Imbalanced forces penalty,-5
119,Have an Army,2
119,Imbalanced forces penalty,-5
120,Have an Army,2
120,Imbalanced forces penalty,-5
121,Enemy unit loss,2
121,Have an Army,2
121,Imbalanced forces penalty,-5
122,Have an Army,2
122,Imbalanced forces penalty,-5
123,Have an Army,2
123,Imbalanced forces penalty,-5
124,Have an Army,2
124,Imbalanced forces penalty,-5
125,Have an Army,2
125,Imbalanced forces penalty,-5
126,Have an Army,2
126,Imbalanced forces penalty,-5
127,Have an Army,2
127,Imbalanced forces penalty,-5
128,Have an Army,2
128,Imbalanced forces penalty,-5
129,Have an Army,2
129,Imbalanced forces penalty,-5
130,Have an Army,2
130,Imbalanced forces penalty,-5
131,Enemy unit loss,2
131,Have an Army,2
131,Imbalanced forces penalty,-5
132,Have an Army,2
132,Imbalanced forces penalty,-5
133,Have an Army,2
133,Imbalanced forces penalty,-5
134,Have an Army,2
134,Imbalanced forces penalty,-5
135,Have an Army,2
135,Imbalanced forces penalty,-5
136,Have an Army,2
136,Imbalanced forces penalty,-5
137,Have an Army,2
137,Imbalanced forces penalty,-5
138,Have an Army,2
138,Imbalanced forces penalty,-5
139,Have an Army,2
139,Imbalanced forces penalty,-5
140,Have an Army,2
140,Imbalanced forces penalty,-5
141,Have an Army,2
141,Imbalanced forces penalty,-5
142,Have an Army,2
142,Imbalanced forces penalty,-5
143,Have an Army,2
143,Imbalanced forces penalty,-5
144,Have an Army,2
144,Imbalanced forces penalty,-5
145,Have an Army,2
145,Imbalanced forces penalty,-5
146,Have an Army,2
146,Imbalanced forces penalty,-5
147,Have an Army,2
147,Imbalanced forces penalty,-5
148,Have an Army,2
148,Imbalanced forces penalty,-5
149,Have an Army,2
149,Imbalanced forces penalty,-5
150,Have an Army,2
150,Imbalanced forces penalty,-5
151,Have an Army,2
151,Imbalanced forces penalty,-5
152,Have an Army,2
152,Imbalanced forces penalty,-5
153,Have an Army,2
153,Imbalanced forces penalty,-5
154,Have an Army,2
154,Imbalanced forces penalty,-5
155,Have an Army,2
155,Imbalanced forces penalty,-5
156,Have an Army,2
156,Imbalanced forces penalty,-5
157,Enemy unit loss,2
157,Have an Army,2
157,Imbalanced forces penalty,-5
158,Have an Army,2
158,Imbalanced forces penalty,-5
159,Have an Army,2
159,Imbalanced forces penalty,-5
160,Have an Army,2
160,Imbalanced forces penalty,-5
161,Have an Army,2
161,Imbalanced forces penalty,-5
162,Have an Army,2
162,Imbalanced forces penalty,-5
163,Have an Army,2
163,Imbalanced forces penalty,-5
164,Have an Army,2
164,Imbalanced forces penalty,-5
165,Have an Army,2
165,Imbalanced forces penalty,-5
166,Have an Army,2
166,Imbalanced forces penalty,-5
167,Have an Army,2
167,Imbalanced forces penalty,-5
168,Have an Army,2
168,Imbalanced forces penalty,-5
169,Enemy unit loss,2
169,Have an Army,2
169,Imbalanced forces penalty,-5
170,Have an Army,2
170,Imbalanced forces penalty,-5
171,Have an Army,2
171,Imbalanced forces penalty,-5
172,Have an Army,2
172,Imbalanced forces penalty,-5
173,Enemy unit loss,2
173,Have an Army,2
173,Imbalanced forces penalty,-5
174,Have an Army,2
174,Imbalanced forces penalty,-5
175,Have an Army,2
175,Imbalanced forces penalty,-5
176,Have an Army,2
176,Imbalanced forces penalty,-5
177,Have an Army,2
177,Imbalanced forces penalty,-5
178,Have an Army,2
178,Imbalanced forces penalty,-5
179,Have an Army,2
179,Imbalanced forces penalty,-5
180,Have an Army,2
180,Imbalanced forces penalty,-5
181,Have an Army,2
181,Imbalanced forces penalty,-5
182,Have an Army,2
182,Imbalanced forces penalty,-5
183,Have an Army,2
183,Imbalanced forces penalty,-5
184,Have an Army,2
184,Imbalanced forces penalty,-5
185,Have an Army,2
185,Imbalanced forces penalty,-5
186,Have an Army,2
186,Imbalanced forces penalty,-5
187,Have an Army,2
187,Imbalanced forces penalty,-5
188,Have an Army,2
188,Imbalanced forces penalty,-5
189,Have an Army,2
189,Imbalanced forces penalty,-5
190,Have an Army,2
190,Imbalanced forces penalty,-5
191,Enemy unit loss,2
191,Have an Army,2
191,Imbalanced forces penalty,-5
192,Have an Army,2
192,Imbalanced forces penalty,-5
193,Have an Army,2
193,Imbalanced forces penalty,-5
194,Have an Army,2
194,Imbalanced forces penalty,-5
195,Enemy unit loss,2
195,Have an Army,2
195,Imbalanced forces penalty,-5
196,Have an Army,2
196,Imbalanced forces penalty,-5
197,Have an Army,2
197,Imbalanced forces penalty,-5
198,Have an Army,2
198,Imbalanced forces penalty,-5
199,Have an Army,2
199,Imbalanced forces penalty,-5
200,Have an Army,2
200,Imbalanced forces penalty,-5
201,Have an Army,2
201,Imbalanced forces penalty,-5
202,Have an Army,2
202,Imbalanced forces penalty,-5
203,Have an Army,2
203,Imbalanced forces penalty,-5
204,Have an Army,2
204,Imbalanced forces penalty,-5
205,Have an Army,2
205,Imbalanced forces penalty,-5
206,Enemy unit loss,2
206,Have an Army,2
206,Imbalanced forces penalty,-5
207,Have an Army,2
207,Imbalanced forces penalty,-5
208,Have an Army,2
208,Imbalanced forces penalty,-5
209,Have an Army,2
209,Imbalanced forces penalty,-5
210,Have an Army,2
210,Imbalanced forces penalty,-5
211,Enemy unit loss,2
211,Have an Army,2
211,Imbalanced forces penalty,-5
212,Have an Army,2
212,Imbalanced forces penalty,-5
213,Have an Army,2
213,Imbalanced forces penalty,-5
214,Have an Army,2
214,Imbalanced forces penalty,-5
215,Have an Army,2
215,Imbalanced forces penalty,-5
216,Have an Army,2
216,Imbalanced forces penalty,-5
217,Have an Army,2
217,Imbalanced forces penalty,-5
218,Have an Army,2
218,Imbalanced forces penalty,-5
219,Lost units,-2
219,Enemy unit loss,2
219,Have an Army,2
219,Imbalanced forces penalty,-5
220,Have an Army,2
220,Imbalanced forces penalty,-5
221,Have an Army,2
221,Imbalanced forces penalty,-5
222,Have an Army,2
222,Imbalanced forces penalty,-5
223,Have an Army,2
223,Imbalanced forces penalty,-5
224,Enemy unit loss,2
224,Have an Army,2
224,Imbalanced forces penalty,-5
225,Have an Army,2
225,Imbalanced forces penalty,-5
226,Have an Army,2
226,Imbalanced forces penalty,-5
227,Have an Army,2
227,Imbalanced forces penalty,-5
228,Have an Army,2
228,Imbalanced forces penalty,-5
229,Have an Army,2
229,Imbalanced forces penalty,-5
230,Have an Army,2
230,Imbalanced forces penalty,-5
231,Have an Army,2
231,Imbalanced forces penalty,-5
232,Have an Army,2
232,Imbalanced forces penalty,-5
233,Have an Army,2
233,Imbalanced forces penalty,-5
234,Have an Army,2
234,Imbalanced forces penalty,-5
235,Have an Army,2
235,Imbalanced forces penalty,-5
236,Have an Army,2
236,Imbalanced forces penalty,-5
237,Have an Army,2
237,Imbalanced forces penalty,-5
238,Have an Army,2
238,Imbalanced forces penalty,-5
239,Have an Army,2
239,Imbalanced forces penalty,-5
240,Have an Army,2
240,Imbalanced forces penalty,-5
241,Have an Army,2
241,Imbalanced forces penalty,-5
242,Have an Army,2
242,Imbalanced forces penalty,-5
243,Have an Army,2
243,Imbalanced forces penalty,-5
244,Have an Army,2
244,Imbalanced forces penalty,-5
245,Have an Army,2
245,Imbalanced forces penalty,-5
246,Have an Army,2
246,Imbalanced forces penalty,-5
247,Have an Army,2
247,Imbalanced forces penalty,-5
248,Have an Army,2
248,Imbalanced forces penalty,-5
249,Have an Army,2
249,Imbalanced forces penalty,-5
250,Have an Army,2
250,Imbalanced forces penalty,-5
251,Have an Army,2
251,Imbalanced forces penalty,-5
252,Have an Army,2
252,Imbalanced forces penalty,-5
253,Enemy unit loss,2
253,Have an Army,2
253,Imbalanced forces penalty,-5
254,Have an Army,2
254,Imbalanced forces penalty,-5
255,Enemy unit loss,2
255,Have an Army,2
255,Imbalanced forces penalty,-5
256,Have an Army,2
256,Imbalanced forces penalty,-5
257,Have an Army,2
257,Imbalanced forces penalty,-5
258,Have an Army,2
258,Imbalanced forces penalty,-5
259,Have an Army,2
259,Imbalanced forces penalty,-5
260,Have an Army,2
260,Imbalanced forces penalty,-5
261,Have an Army,2
261,Imbalanced forces penalty,-5
262,Have an Army,2
262,Imbalanced forces penalty,-5
263,Have an Army,2
263,Imbalanced forces penalty,-5
264,Have an Army,2
264,Imbalanced forces penalty,-5
265,Have an Army,2
265,Imbalanced forces penalty,-5
266,Have an Army,2
266,Imbalanced forces penalty,-5
267,Have an Army,2
267,Imbalanced forces penalty,-5
268,Have an Army,2
268,Imbalanced forces penalty,-5
269,Have an Army,2
269,Imbalanced forces penalty,-5
270,Have an Army,2
270,Imbalanced forces penalty,-5
271,Have an Army,2
271,Imbalanced forces penalty,-5
272,Enemy unit loss,2
272,Have an Army,2
272,Imbalanced forces penalty,-5
273,Have an Army,2
273,Imbalanced forces penalty,-5
274,Have an Army,2
274,Imbalanced forces penalty,-5
275,Have an Army,2
275,Imbalanced forces penalty,-5
276,Have an Army,2
276,Imbalanced forces penalty,-5
277,Have an Army,2
277,Imbalanced forces penalty,-5
278,Have an Army,2
278,Imbalanced forces penalty,-5
279,Have an Army,2
279,Imbalanced forces penalty,-5
280,Enemy unit loss,2
280,Have an Army,2
280,Imbalanced forces penalty,-5
281,Have an Army,2
281,Imbalanced forces penalty,-5
282,Have an Army,2
282,Imbalanced forces penalty,-5
283,Have an Army,2
283,Imbalanced forces penalty,-5
284,Have an Army,2
284,Imbalanced forces penalty,-5
285,Have an Army,2
285,Imbalanced forces penalty,-5
286,Have an Army,2
286,Imbalanced forces penalty,-5
287,Have an Army,2
287,Imbalanced forces penalty,-5
288,Have an Army,2
288,Imbalanced forces penalty,-5
289,Have an Army,2
289,Imbalanced forces penalty,-5
290,Have an Army,2
290,Imbalanced forces penalty,-5
291,Have an Army,2
291,Imbalanced forces penalty,-5
292,Have an Army,2
292,Imbalanced forces penalty,-5
293,Enemy unit loss,2
293,Have an Army,2
293,Imbalanced forces penalty,-5
294,Have an Army,2
294,Imbalanced forces penalty,-5
295,Have an Army,2
295,Imbalanced forces penalty,-5
296,Have an Army,2
296,Imbalanced forces penalty,-5
297,Have an Army,2
297,Imbalanced forces penalty,-5
298,Have an Army,2
298,Imbalanced forces penalty,-5
299,Have an Army,2
299,Imbalanced forces penalty,-5
300,Have an Army,2
300,Imbalanced forces penalty,-5
301,Have an Army,2
301,Imbalanced forces penalty,-5
302,Have an Army,2
302,Imbalanced forces penalty,-5
303,Enemy unit loss,2
303,Have an Army,2
303,Imbalanced forces penalty,-5
304,Have an Army,2
304,Imbalanced forces penalty,-5
305,Enemy unit loss,2
305,Have an Army,2
305,Imbalanced forces penalty,-5
306,Have an Army,2
306,Imbalanced forces penalty,-5
307,Have an Army,2
307,Imbalanced forces penalty,-5
308,Have an Army,2
308,Imbalanced forces penalty,-5
309,Have an Army,2
309,Imbalanced forces penalty,-5
310,Have an Army,2
310,Imbalanced forces penalty,-5
311,Have an Army,2
311,Imbalanced forces penalty,-5
312,Have an Army,2
312,Imbalanced forces penalty,-5
313,Have an Army,2
313,Imbalanced forces penalty,-5
314,Have an Army,2
314,Imbalanced forces penalty,-5
315,Have an Army,2
315,Imbalanced forces penalty,-5
316,Have an Army,2
316,Imbalanced forces penalty,-5
317,Have an Army,2
317,Imbalanced forces penalty,-5
318,Have an Army,2
318,Imbalanced forces penalty,-5
319,Have an Army,2
319,Imbalanced forces penalty,-5
320,Have an Army,2
320,Imbalanced forces penalty,-5
321,Have an Army,2
321,Imbalanced forces penalty,-5
322,Have an Army,2
322,Imbalanced forces penalty,-5
323,Have an Army,2
323,Imbalanced forces penalty,-5
324,Have an Army,2
324,Imbalanced forces penalty,-5
325,Have an Army,2
325,Imbalanced forces penalty,-5
326,Have an Army,2
326,Imbalanced forces penalty,-5
327,Enemy unit loss,2
327,Have an Army,2
327,Imbalanced forces penalty,-5
328,Have an Army,2
328,Imbalanced forces penalty,-5
329,Have an Army,2
329,Imbalanced forces penalty,-5
330,Have an Army,2
330,Imbalanced forces penalty,-5
331,Have an Army,2
331,Imbalanced forces penalty,-5
332,Have an Army,2
332,Imbalanced forces penalty,-5
333,Enemy unit loss,2
333,Have an Army,2
333,Imbalanced forces penalty,-5
334,Have an Army,2
334,Imbalanced forces penalty,-5
335,Have an Army,2
335,Imbalanced forces penalty,-5
336,Have an Army,2
336,Imbalanced forces penalty,-5
337,Have an Army,2
337,Imbalanced forces penalty,-5
338,Have an Army,2
338,Imbalanced forces penalty,-5
339,Have an Army,2
339,Imbalanced forces penalty,-5
340,Have an Army,2
340,Imbalanced forces penalty,-5
341,Have an Army,2
341,Imbalanced forces penalty,-5
342,Have an Army,2
342,Imbalanced forces penalty,-5
343,Have an Army,2
343,Imbalanced forces penalty,-5
344,Have an Army,2
344,Imbalanced forces penalty,-5
345,Have an Army,2
345,Imbalanced forces penalty,-5
346,Have an Army,2
346,Imbalanced forces penalty,-5
347,Have an Army,2
347,Imbalanced forces penalty,-5
348,Have an Army,2
348,Imbalanced forces penalty,-5
349,Have an Army,2
349,Imbalanced forces penalty,-5
350,Have an Army,2
350,Imbalanced forces penalty,-5
351,Have an Army,2
351,Imbalanced forces penalty,-5
352,Have an Army,2
352,Imbalanced forces penalty,-5
353,Lost tower health,-5
353,Have an Army,2
353,Imbalanced forces penalty,-5
354,Enemy unit loss,2
354,Have an Army,2
354,Imbalanced forces penalty,-5
355,Have an Army,2
355,Imbalanced forces penalty,-5
356,Have an Army,2
356,Imbalanced forces penalty,-5
357,Lost tower health,-5
357,Have an Army,2
357,Imbalanced forces penalty,-5
358,Enemy unit loss,2
358,Have an Army,2
358,Imbalanced forces penalty,-5
359,Have an Army,2
359,Imbalanced forces penalty,-5
360,Have an Army,2
360,Imbalanced forces penalty,-5
361,Have an Army,2
361,Imbalanced forces penalty,-5
362,Have an Army,2
362,Imbalanced forces penalty,-5
363,Have an Army,2
363,Imbalanced forces penalty,-5
364,Have an Army,2
364,Imbalanced forces penalty,-5
365,Have an Army,2
365,Imbalanced forces penalty,-5
366,Enemy unit loss,2
366,Have an Army,2
366,Imbalanced forces penalty,-5
367,Have an Army,2
367,Imbalanced forces penalty,-5
368,Have an Army,2
368,Imbalanced forces penalty,-5
369,Have an Army,2
369,Imbalanced forces penalty,-5
370,Enemy unit loss,2
370,Have an Army,2
370,Imbalanced forces penalty,-5
371,Have an Army,2
371,Imbalanced forces penalty,-5
372,Have an Army,2
372,Imbalanced forces penalty,-5
373,Have an Army,2
373,Imbalanced forces penalty,-5
374,Have an Army,2
374,Imbalanced forces penalty,-5
375,Have an Army,2
375,Imbalanced forces penalty,-5
376,Have an Army,2
376,Imbalanced forces penalty,-5
377,Have an Army,2
377,Imbalanced forces penalty,-5
378,Have an Army,2
378,Imbalanced forces penalty,-5
379,Have an Army,2
379,Imbalanced forces penalty,-5
380,Have an Army,2
380,Imbalanced forces penalty,-5
381,Have an Army,2
381,Imbalanced forces penalty,-5
382,Have an Army,2
382,Imbalanced forces penalty,-5
383,Have an Army,2
383,Imbalanced forces penalty,-5
384,Have an Army,2
384,Imbalanced forces penalty,-5
385,Have an Army,2
385,Imbalanced forces penalty,-5
386,Enemy unit loss,2
386,Have an Army,2
386,Imbalanced forces penalty,-5
387,Have an Army,2
387,Imbalanced forces penalty,-5
388,Have an Army,2
388,Imbalanced forces penalty,-5
389,Have an Army,2
389,Imbalanced forces penalty,-5
390,Have an Army,2
390,Imbalanced forces penalty,-5
391,Have an Army,2
391,Imbalanced forces penalty,-5
392,Have an Army,2
392,Imbalanced forces penalty,-5
393,Have an Army,2
393,Imbalanced forces penalty,-5
394,Have an Army,2
394,Imbalanced forces penalty,-5
395,Have an Army,2
395,Imbalanced forces penalty,-5
396,Have an Army,2
396,Imbalanced forces penalty,-5
397,Have an Army,2
397,Imbalanced forces penalty,-5
398,Have an Army,2
398,Imbalanced forces penalty,-5
399,Have an Army,2
399,Imbalanced forces penalty,-5
400,Have an Army,2
400,Imbalanced forces penalty,-5
401,Have an Army,2
401,Imbalanced forces penalty,-5
402,Have an Army,2
402,Imbalanced forces penalty,-5
403,Lost tower health,-5
403,Enemy unit loss,2
403,Have an Army,2
403,Imbalanced forces penalty,-5
404,Have an Army,2
404,Imbalanced forces penalty,-5
405,Have an Army,2
405,Imbalanced forces penalty,-5
406,Have an Army,2
406,Imbalanced forces penalty,-5
407,Have an Army,2
407,Imbalanced forces penalty,-5
408,Have an Army,2
408,Imbalanced forces penalty,-5
409,Enemy unit loss,2
409,Have an Army,2
409,Imbalanced forces penalty,-5
410,Have an Army,2
410,Imbalanced forces penalty,-5
411,Have an Army,2
411,Imbalanced forces penalty,-5
412,Have an Army,2
412,Imbalanced forces penalty,-5
413,Have an Army,2
413,Imbalanced forces penalty,-5
414,Have an Army,2
414,Imbalanced forces penalty,-5
415,Have an Army,2
415,Imbalanced forces penalty,-5
416,Have an Army,2
416,Imbalanced forces penalty,-5
417,Have an Army,2
417,Imbalanced forces penalty,-5
418,Enemy unit loss,2
418,Have an Army,2
418,Imbalanced forces penalty,-5
419,Have an Army,2
419,Imbalanced forces penalty,-5
420,Have an Army,2
420,Imbalanced forces penalty,-5
421,Have an Army,2
421,Imbalanced forces penalty,-5
422,Have an Army,2
422,Imbalanced forces penalty,-5
423,Have an Army,2
423,Imbalanced forces penalty,-5
424,Have an Army,2
424,Imbalanced forces penalty,-5
425,Enemy unit loss,2
425,Have an Army,2
425,Imbalanced forces penalty,-5
426,Have an Army,2
426,Imbalanced forces penalty,-5
427,Have an Army,2
427,Imbalanced forces penalty,-5
428,Have an Army,2
428,Imbalanced forces penalty,-5
429,Have an Army,2
429,Imbalanced forces penalty,-5
430,Have an Army,2
430,Imbalanced forces penalty,-5
431,Have an Army,2
431,Imbalanced forces penalty,-5
432,Have an Army,2
432,Imbalanced forces penalty,-5
433,Have an Army,2
433,Imbalanced forces penalty,-5
434,Have an Army,2
434,Imbalanced forces penalty,-5
435,Have an Army,2
435,Imbalanced forces penalty,-5
436,Have an Army,2
436,Imbalanced forces penalty,-5
437,Have an Army,2
437,Imbalanced forces penalty,-5
438,Enemy unit loss,2
438,Have an Army,2
438,Imbalanced forces penalty,-5
1,Lost units,-32
1,Enemy unit loss,6
1,Dont have an Army,2
1,Imbalanced forces penalty,-5
2,Dont have an Army,2
2,Imbalanced forces penalty,-5
3,Dont have an Army,2
3,Imbalanced forces penalty,-5
4,Dont have an Army,2
4,Imbalanced forces penalty,-5
5,Dont have an Army,2
5,Imbalanced forces penalty,-5
6,Dont have an Army,2
6,Imbalanced forces penalty,-5
7,Dont have an Army,2
7,Imbalanced forces penalty,-5
8,Dont have an Army,2
8,Imbalanced forces penalty,-5
9,Dont have an Army,2
9,Imbalanced forces penalty,-5
10,Dont have an Army,2
10,Imbalanced forces penalty,-5
11,Dont have an Army,2
11,Imbalanced forces penalty,-5
12,Dont have an Army,2
12,Imbalanced forces penalty,-5
13,Dont have an Army,2
13,Imbalanced forces penalty,-5
14,Dont have an Army,2
14,Imbalanced forces penalty,-5
15,Dont have an Army,2
15,Imbalanced forces penalty,-5
16,Have an Army,2
16,Imbalanced forces penalty,-5
17,Have an Army,2
17,Imbalanced forces penalty,-5
18,Have an Army,2
18,Imbalanced forces penalty,-5
19,Have an Army,2
19,Balanced forces bonus,5
20,Have an Army,2
20,Balanced forces bonus,5
21,Have an Army,2
21,Balanced forces bonus,5
22,Have an Army,2
22,Balanced forces bonus,5
23,Have an Army,2
23,Balanced forces bonus,5
24,Have an Army,2
24,Balanced forces bonus,5
25,Have an Army,2
25,Balanced forces bonus,5
26,Have an Army,2
26,Balanced forces bonus,5
27,Have an Army,2
27,Balanced forces bonus,5
28,Have an Army,2
28,Balanced forces bonus,5
29,Have an Army,2
29,Balanced forces bonus,5
30,Have an Army,2
30,Balanced forces bonus,5
31,Have an Army,2
31,Balanced forces bonus,5
32,Have an Army,2
32,Balanced forces bonus,5
33,Have an Army,2
33,Balanced forces bonus,5
34,Have an Army,2
34,Balanced forces bonus,5
35,Have an Army,2
35,Balanced forces bonus,5
36,Enemy unit loss,2
36,Have an Army,2
36,Balanced forces bonus,5
37,Have an Army,2
37,Balanced forces bonus,5
38,Have an Army,2
38,Imbalanced forces penalty,-5
39,Have an Army,2
39,Imbalanced forces penalty,-5
40,Have an Army,2
40,Imbalanced forces penalty,-5
41,Have an Army,2
41,Imbalanced forces penalty,-5
42,Have an Army,2
42,Imbalanced forces penalty,-5
43,Have an Army,2
43,Imbalanced forces penalty,-5
44,Have an Army,2
44,Imbalanced forces penalty,-5
45,Have an Army,2
45,Imbalanced forces penalty,-5
46,Have an Army,2
46,Imbalanced forces penalty,-5
47,Have an Army,2
47,Imbalanced forces penalty,-5
48,Have an Army,2
48,Imbalanced forces penalty,-5
49,Have an Army,2
49,Imbalanced forces penalty,-5
50,Have an Army,2
50,Imbalanced forces penalty,-5
51,Have an Army,2
51,Imbalanced forces penalty,-5
52,Have an Army,2
52,Imbalanced forces penalty,-5
53,Have an Army,2
53,Imbalanced forces penalty,-5
54,Enemy unit loss,2
54,Have an Army,2
54,Imbalanced forces penalty,-5
55,Lost units,-2
55,Have an Army,2
55,Imbalanced forces penalty,-5
56,Have an Army,2
56,Imbalanced forces penalty,-5
57,Have an Army,2
57,Imbalanced forces penalty,-5
58,Have an Army,2
58,Imbalanced forces penalty,-5
59,Have an Army,2
59,Imbalanced forces penalty,-5
60,Lost tower health,-5
60,Have an Army,2
60,Imbalanced forces penalty,-5
61,Lost tower health,-5
61,Have an Army,2
61,Imbalanced forces penalty,-5
62,Have an Army,2
62,Imbalanced forces penalty,-5
63,Lost tower health,-5
63,Have an Army,2
63,Imbalanced forces penalty,-5
64,Enemy unit loss,2
64,Have an Army,2
64,Imbalanced forces penalty,-5
65,Have an Army,2
65,Imbalanced forces penalty,-5
66,Have an Army,2
66,Imbalanced forces penalty,-5
67,Have an Army,2
67,Imbalanced forces penalty,-5
68,Have an Army,2
68,Imbalanced forces penalty,-5
69,Have an Army,2
69,Imbalanced forces penalty,-5
70,Have an Army,2
70,Imbalanced forces penalty,-5
71,Have an Army,2
71,Imbalanced forces penalty,-5
72,Have an Army,2
72,Imbalanced forces penalty,-5
73,Have an Army,2
73,Imbalanced forces penalty,-5
74,Have an Army,2
74,Imbalanced forces penalty,-5
75,Have an Army,2
75,Imbalanced forces penalty,-5
76,Have an Army,2
76,Imbalanced forces penalty,-5
77,Lost units,-2
77,Have an Army,2
77,Imbalanced forces penalty,-5
78,Have an Army,2
78,Imbalanced forces penalty,-5
79,Enemy unit loss,2
79,Have an Army,2
79,Imbalanced forces penalty,-5
80,Have an Army,2
80,Imbalanced forces penalty,-5
81,Have an Army,2
81,Imbalanced forces penalty,-5
82,Have an Army,2
82,Imbalanced forces penalty,-5
83,Have an Army,2
83,Imbalanced forces penalty,-5
84,Have an Army,2
84,Imbalanced forces penalty,-5
85,Have an Army,2
85,Imbalanced forces penalty,-5
86,Have an Army,2
86,Imbalanced forces penalty,-5
87,Enemy unit loss,2
87,Have an Army,2
87,Imbalanced forces penalty,-5
88,Have an Army,2
88,Imbalanced forces penalty,-5
89,Have an Army,2
89,Imbalanced forces penalty,-5
90,Have an Army,2
90,Imbalanced forces penalty,-5
91,Have an Army,2
91,Imbalanced forces penalty,-5
92,Have an Army,2
92,Imbalanced forces penalty,-5
93,Have an Army,2
93,Imbalanced forces penalty,-5
94,Have an Army,2
