step,gold,health,miners,swordsmen,archers,stateValue,nearby_resources_available,enemy_health,enemy_miners,enemy_swordsmen,enemy_archers,enemies_in_vicinity,episode_time,action
232,1920.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,249.36275,0
233,1920.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,250.4174,0
234,1930.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,251.5338,0
235,1930.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,252.58391,0
236,1930.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,253.6948,0
237,1940.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,254.75061,0
238,1940.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,255.80658,0
239,1940.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,256.86575,0
240,1950.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,257.9183,0
241,1950.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,259.02908,0
242,1960.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,260.085,0
243,1960.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,261.19907,0
244,1960.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,262.30872,0
245,1970.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,263.41953,0
246,1970.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,264.4735,0
247,1970.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,265.53363,0
248,1980.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,266.58554,0
249,1980.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,267.69617,0
250,1980.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,268.80798,0
251,1990.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,269.92017,0
252,1990.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,270.9759,0
253,1990.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,272.088,0
254,2000.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,273.1415,0
255,2000.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,274.253,0
256,2010.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,275.30997,0
257,2210.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,276.4199,0
258,2210.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,277.53452,0
259,2220.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,278.64374,0
260,2220.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,279.75415,0
261,2220.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,280.8675,0
262,2230.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,281.9761,0
263,2230.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,283.0455,0
264,2230.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,284.0876,0
265,2240.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,285.20102,0
266,2240.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,286.25424,0
267,2240.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,287.30966,0
268,2250.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,288.42096,0
269,2250.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,289.47528,0
270,2260.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,290.5872,0
271,2260.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,291.6992,0
272,2260.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,292.8093,0
273,2270.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,293.87067,0
274,2270.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,294.92224,0
275,2270.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,296.03253,0
276,2280.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,297.08765,0
277,2280.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,298.20193,0
278,2280.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,299.31296,0
279,2290.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,300.36548,0
280,2290.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,301.47665,0
281,2300.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,302.5367,0
282,2300.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,303.64517,0
283,2300.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,304.6998,0
284,2310.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,305.7546,0
285,2310.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,306.81088,0
286,2310.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,307.92316,0
287,2320.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,310.14404,0
288,2320.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,311.25702,0
289,2330.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,312.31216,0
290,2330.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,313.3669,0
291,2330.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,314.4231,0
292,2340.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,315.5361,0
293,2340.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,316.5908,0
294,2350.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,317.70078,0
295,2350.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,318.75705,0
296,2350.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,319.8124,0
297,2360.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,320.86993,0
298,2560.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,321.92343,0
299,2560.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,323.03522,0
300,2570.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,324.14523,0
301,2570.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,325.2564,0
302,2570.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,326.36765,0
303,2580.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,327.47913,0
304,2580.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,328.5479,0
305,2590.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,329.64752,0
306,2590.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,330.7566,0
307,2590.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,331.81232,0
308,2600.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,332.9239,0
309,2600.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,334.0346,0
310,2600.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,335.0929,0
311,2610.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,336.20572,0
312,2610.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,337.3134,0
313,2610.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,338.36838,0
314,2620.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,339.42624,0
315,2620.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,340.53763,0
316,2630.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,341.64716,0
317,2630.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,342.70258,0
318,2630.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,343.81363,0
319,2640.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,344.92676,0
320,2640.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,346.03613,0
321,2640.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,347.1465,0
322,2650.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,348.20667,0
323,2650.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,349.31555,0
324,2650.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,350.42548,0
325,2660.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,351.54095,0
326,2660.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,352.59167,0
327,2660.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,353.64877,0
328,2670.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,354.75897,0
329,2670.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,355.81494,0
330,2680.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,356.9266,0
331,2680.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,358.0366,0
332,2680.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,359.1495,0
333,2690.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,360.21,0
334,2690.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,361.2595,0
335,2690.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,362.31793,0
336,2700.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,363.37152,0
337,2700.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,364.4845,0
338,2700.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,365.54166,0
339,2910.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,366.5941,0
340,2910.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,367.70386,0
341,2910.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,368.81573,0
342,2920.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,369.9276,0
343,2920.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,371.03815,0
344,2930.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,372.1491,0
345,2930.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,373.2604,0
346,2930.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,374.371,0
347,2940.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,375.4271,0
348,2940.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,376.54263,0
349,2940.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,377.5975,0
350,2950.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,378.70523,0
351,2950.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,379.81955,0
352,2950.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,380.87604,0
353,2960.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,381.92792,0
354,2960.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,383.26196,0
355,2970.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,384.31754,0
356,2970.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,385.4279,0
357,2970.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,386.54208,0
358,2980.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,387.59497,0
359,2980.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,388.65213,0
360,2980.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,389.76175,0
361,2990.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,390.81628,0
362,2990.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,391.9286,0
363,2990.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,393.03845,0
364,3000.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,394.15207,0
365,3000.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,395.26215,0
366,3010.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,396.37344,0
367,3010.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,397.43176,0
368,3010.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,398.54364,0
369,3020.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,399.5961,0
370,3020.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,400.6512,0
371,3020.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,401.70636,0
372,3030.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,402.81894,0
373,3030.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,403.9315,0
374,3030.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,404.9873,0
375,3040.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,406.09598,0
376,3040.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,407.15265,0
377,3040.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,408.2108,0
378,3050.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,409.2626,0
379,3050.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,410.32132,0
380,3260.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,412.59662,0
381,3260.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,413.6529,0
382,3270.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,414.7079,0
383,3270.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,415.81973,0
384,3270.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,416.8778,0
385,3280.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,417.93277,0
386,3280.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,419.042,0
387,3280.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,420.09866,0
388,3290.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,421.1549,0
389,3290.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,422.21118,0
390,3290.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,423.37485,0
391,3300.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,424.43158,0
392,3300.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,425.54648,0
393,3310.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,426.65488,0
394,3310.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,427.76492,0
395,3310.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,428.8786,0
396,3320.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,429.9898,0
397,3320.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,431.04358,0
398,3320.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,432.1547,0
399,3330.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,433.26602,0
400,3330.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,434.32227,0
401,3330.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,435.3763,0
402,3340.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,436.4877,0
403,3340.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,437.60004,0
404,3340.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,438.7098,0
405,3350.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,439.76584,0
406,3350.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,440.82083,0
407,3350.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,441.88022,0
408,3360.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,442.93478,0
409,3360.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,443.98993,0
410,3370.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,445.10068,0
411,3370.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,446.15494,0
412,3370.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,447.21323,0
413,3380.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,448.32224,0
414,3380.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,449.43256,0
415,3380.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,450.54712,0
416,3390.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,451.65607,0
417,3390.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,452.76657,0
418,3390.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,453.8821,0
419,3400.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,454.93738,0
420,3400.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,455.9905,0
421,3600.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,457.04504,0
422,3610.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,458.10074,0
423,3610.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,459.2138,0
424,3620.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,460.3235,0
425,3620.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,461.3786,0
426,3620.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,462.4332,0
427,3630.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,463.54877,0
428,3630.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,464.6571,0
429,3630.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,465.71234,0
430,3640.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,466.82358,0
431,3640.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,467.93488,0
432,3640.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,469.04602,0
433,3650.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,470.102,0
434,3650.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,471.2154,0
435,3660.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,472.32312,0
436,3660.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,473.43604,0
437,3660.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,474.5497,0
438,3670.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,475.659,0
439,3670.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,476.71216,0
440,3670.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,477.76904,0
441,3680.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,478.8834,0
442,3680.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,479.99188,0
443,3680.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,481.10205,0
444,3690.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,482.15857,0
445,3690.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,483.26923,0
446,3690.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,484.32657,0
447,3700.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,485.37967,0
448,3700.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,486.43616,0
449,3710.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,487.49207,0
450,3710.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,488.54965,0
451,3710.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,489.66104,0
452,3720.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,490.76947,0
453,3720.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,491.88324,0
454,3720.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,492.93597,0
455,3730.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,493.99326,0
456,3730.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,495.04782,0
457,3730.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,496.10248,0
458,3740.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,497.2169,0
459,3740.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,498.27097,0
460,3740.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,499.38187,0
461,3750.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,500.43692,0
462,3750.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,501.55057,0
463,3950.0,1000.0,1.0,0.0,0.0,1.0,6.0,1000.0,0.1,0.0,0.0,0.0,502.60495,0
